Vg_V,Id_A_per_um
0.0,0.0
0.25,0.0
0.5,0.0
0.75,1.5750000000000004e-06
1.0,1.1200000000000001e-05
1.25,2.9574999999999997e-05
1.5,5.67e-05
1.75,9.257499999999999e-05
2.0,0.00013719999999999997
